name,mainCategory,subCategory,image,link,ratings,noOfRatings,discountPrice,actualPrice,category
shampoo Papa Pawsome Itch Soothe Dog Shampoo 250 ml,Lifestyle & Essentials,Pet Care,https://cdn.zeptonow.com/production/inventory/10118-pawsome-shampoo.jpg,https://www.zeptonow.com/pn/pawsome-shampoo/10118,4.6,3400,280,350,pet
shampoo Biogroom Oatmeal Dog Shampoo 350 ml,Lifestyle & Essentials,Pet Care,https://www.bigbasket.com/media/uploads/p/l/10119-biogroom-oatmeal.jpg,https://blinkit.com/prn/biogroom-oatmeal/10119,4.8,2100,750,850,pet
shampoo Petlogix Natural Dog Wash 200 ml,Lifestyle & Essentials,Pet Care,https://cdn.zeptonow.com/production/inventory/10120-petlogix-wash.jpg,https://www.zeptonow.com/pn/petlogix-wash/10120,4.5,1200,220,280,pet
shampoo Drools Absolute Calcium Syrup Dog Supplement 300 ml,Lifestyle & Essentials,Pet Care,https://www.bigbasket.com/media/uploads/p/l/10121-drools-calcium-syr.jpg,https://blinkit.com/prn/drools-calcium-syr/10121,4.6,12000,250,300,pet
supplements Himalaya Himcal Pet Liquid 200 ml,Lifestyle & Essentials,Pet Care,https://cdn.zeptonow.com/production/inventory/10122-himcal-liquid.jpg,https://www.zeptonow.com/pn/himcal-liquid/10122,4.7,15000,150,180,pet
supplements Drools Absolute Multivitamin Tablets 50 pcs,Lifestyle & Essentials,Pet Care,https://www.bigbasket.com/media/uploads/p/l/10123-drools-multi.jpg,https://blinkit.com/prn/drools-multi/10123,4.5,8900,280,350,pet
supplements Himalaya Digyton Pet Drops 30 ml,Lifestyle & Essentials,Pet Care,https://cdn.zeptonow.com/production/inventory/10124-digyton-drops.jpg,https://www.zeptonow.com/pn/digyton-drops/10124,4.8,18000,120,140,pet
supplements Virbac Nutricoat Advance Pet Supplement 200 g,Lifestyle & Essentials,Pet Care,https://www.bigbasket.com/media/uploads/p/l/10125-virbac-nutricoat.jpg,https://blinkit.com/prn/virbac-nutricoat/10125,4.7,11000,380,450,pet
supplements Vetoquinol Samolac Pet Powder 400 g,Lifestyle & Essentials,Pet Care,https://cdn.zeptonow.com/production/inventory/10126-samolac-powder.jpg,https://www.zeptonow.com/pn/samolac-powder/10126,4.6,7600,450,500,pet
supplements Himalaya Liv.52 Pet Drops 30 ml,Lifestyle & Essentials,Pet Care,https://www.bigbasket.com/media/uploads/p/l/10127-liv52-pet.jpg,https://blinkit.com/prn/liv52-pet/10127,4.8,25000,90,110,pet
supplements Drools Absolute Skin & Coat Tablets 50 pcs,Lifestyle & Essentials,Pet Care,https://cdn.zeptonow.com/production/inventory/10128-drools-skin.jpg,https://www.zeptonow.com/pn/drools-skin/10128,4.5,5400,280,350,pet
supplements Intas Zipvit Pet Syrup 200 ml,Lifestyle & Essentials,Pet Care,https://www.bigbasket.com/media/uploads/p/l/10129-zipvit-syrup.jpg,https://blinkit.com/prn/zipvit-syrup/10129,4.6,4500,250,300,pet
supplements Himalaya Fur Glow Pet Syrup 200 ml,Lifestyle & Essentials,Pet Care,https://cdn.zeptonow.com/production/inventory/10130-furglow-syrup.jpg,https://www.zeptonow.com/pn/furglow-syrup/10130,4.7,8900,220,260,pet
supplements KONG Classic Dog Toy Medium,Lifestyle & Essentials,Pet Care,https://www.bigbasket.com/media/uploads/p/l/10131-kong-classic.jpg,https://blinkit.com/prn/kong-classic/10131,4.8,15000,650,750,pet
toys Meat Up Cotton Chew Rope Dog Toy Medium,Lifestyle & Essentials,Pet Care,https://cdn.zeptonow.com/production/inventory/10132-meatup-rope.jpg,https://www.zeptonow.com/pn/meatup-rope/10132,4.5,8900,150,200,pet
toys Trixie Mouse Cat Toy 1 pc,Lifestyle & Essentials,Pet Care,https://www.bigbasket.com/media/uploads/p/l/10133-trixie-mouse.jpg,https://blinkit.com/prn/trixie-mouse/10133,4.6,5600,90,120,pet
toys Goofy Tails Squeaky Rubber Bone Dog Toy,Lifestyle & Essentials,Pet Care,https://cdn.zeptonow.com/production/inventory/10134-goofy-squeaky.jpg,https://www.zeptonow.com/pn/goofy-squeaky/10134,4.4,4500,180,250,pet
toys Petlicious Frisbee Dog Toy Medium,Lifestyle & Essentials,Pet Care,https://www.bigbasket.com/media/uploads/p/l/10135-petlicious-frisbee.jpg,https://blinkit.com/prn/petlicious-frisbee/10135,4.3,3400,120,150,pet
toys Trixie Catnip Toy 1 pc,Lifestyle & Essentials,Pet Care,https://cdn.zeptonow.com/production/inventory/10136-trixie-catnip.jpg,https://www.zeptonow.com/pn/trixie-catnip/10136,4.7,2100,150,199,pet
toys KONG Puppy Teething Toy Small,Lifestyle & Essentials,Pet Care,https://www.bigbasket.com/media/uploads/p/l/10137-kong-puppy.jpg,https://blinkit.com/prn/kong-puppy/10137,4.8,6700,550,650,pet
toys Meat Up Rubber Spiky Ball Dog Toy,Lifestyle & Essentials,Pet Care,https://cdn.zeptonow.com/production/inventory/10138-meatup-spiky.jpg,https://www.zeptonow.com/pn/meatup-spiky/10138,4.5,8900,110,150,pet
toys Pets Empire Feather Teaser Cat Toy,Lifestyle & Essentials,Pet Care,https://www.bigbasket.com/media/uploads/p/l/10139-empire-teaser.jpg,https://blinkit.com/prn/empire-teaser/10139,4.4,3200,80,100,pet
toys Paws India Smart Snuffle Mat Toy,Lifestyle & Essentials,Pet Care,https://cdn.zeptonow.com/production/inventory/10140-paws-snuffle.jpg,https://www.zeptonow.com/pn/paws-snuffle/10140,4.6,1200,450,599,pet
toys Foodie Puppies Dog Collar Medium Red,Lifestyle & Essentials,Pet Care,https://www.bigbasket.com/media/uploads/p/l/10141-foodie-collar.jpg,https://blinkit.com/prn/foodie-collar/10141,4.5,5600,180,250,pet
accessories Pets Empire Steel Pet Bowl Medium,Lifestyle & Essentials,Pet Care,https://cdn.zeptonow.com/production/inventory/10142-empire-bowl.jpg,https://www.zeptonow.com/pn/empire-bowl/10142,4.6,8900,150,200,pet
accessories Meat Up Pet Grooming Brush 1 pc,Lifestyle & Essentials,Pet Care,https://www.bigbasket.com/media/uploads/p/l/10143-meatup-brush.jpg,https://blinkit.com/prn/meatup-brush/10143,4.4,7600,120,180,pet
accessories Trixie Cat Collar with Bell 1 pc,Lifestyle & Essentials,Pet Care,https://cdn.zeptonow.com/production/inventory/10144-trixie-collar.jpg,https://www.zeptonow.com/pn/trixie-collar/10144,4.7,4500,90,120,pet
accessories Foodie Puppies Leash for Dogs 1.5m,Lifestyle & Essentials,Pet Care,https://www.bigbasket.com/media/uploads/p/l/10145-foodie-leash.jpg,https://blinkit.com/prn/foodie-leash/10145,4.5,6700,220,300,pet
accessories Petlicious Double Sided Pet Comb 1 pc,Lifestyle & Essentials,Pet Care,https://cdn.zeptonow.com/production/inventory/10146-petlicious-comb.jpg,https://www.zeptonow.com/pn/petlicious-comb/10146,4.6,3400,150,200,pet
accessories Pets Empire Nail Clipper for Pets 1 pc,Lifestyle & Essentials,Pet Care,https://www.bigbasket.com/media/uploads/p/l/10147-empire-clipper.jpg,https://blinkit.com/prn/empire-clipper/10147,4.4,2100,180,250,pet
accessories Scoobee Pet Waste Bags 3 Rolls,Lifestyle & Essentials,Pet Care,https://cdn.zeptonow.com/production/inventory/10148-scoobee-bags.jpg,https://www.zeptonow.com/pn/scoobee-bags/10148,4.8,12000,120,150,pet
accessories Paws India Cooling Mat for Dogs Medium,Lifestyle & Essentials,Pet Care,https://www.bigbasket.com/media/uploads/p/l/10149-paws-mat.jpg,https://blinkit.com/prn/paws-mat/10149,4.7,1500,850,999,pet
accessories Foodie Puppies Anti-Skid Pet Bowl Large,Lifestyle & Essentials,Pet Care,https://cdn.zeptonow.com/production/inventory/10150-foodie-skid.jpg,https://www.zeptonow.com/pn/foodie-skid/10150,4.5,4300,280,350,pet
accessories Intersand Odourlock Cat Litter 6 kg,Lifestyle & Essentials,Pet Care,https://www.bigbasket.com/media/uploads/p/l/10151-intersand-litter.jpg,https://blinkit.com/prn/intersand-litter/10151,4.8,8500,850,950,cat
litter Drools Clumping Cat Litter Lavender 5 kg,Lifestyle & Essentials,Pet Care,https://cdn.zeptonow.com/production/inventory/10152-drools-litter.jpg,https://www.zeptonow.com/pn/drools-litter/10152,4.5,12000,450,550,cat
litter Purepet Bentonite Cat Litter Apple 5 kg,Lifestyle & Essentials,Pet Care,https://www.bigbasket.com/media/uploads/p/l/10153-purepet-apple.jpg,https://blinkit.com/prn/purepet-apple/10153,4.4,9800,350,450,cat
litter Emily Pets Pine Wood Cat Litter 5 kg,Lifestyle & Essentials,Pet Care,https://cdn.zeptonow.com/production/inventory/10154-emily-pine.jpg,https://www.zeptonow.com/pn/emily-pine/10154,4.6,5400,380,480,cat
litter Trixie Fresh Clumping Cat Litter 5 kg,Lifestyle & Essentials,Pet Care,https://www.bigbasket.com/media/uploads/p/l/10155-trixie-clumping.jpg,https://blinkit.com/prn/trixie-clumping/10155,4.7,4500,550,650,cat
litter Meat Up Lemon Cat Litter 5 kg,Lifestyle & Essentials,Pet Care,https://cdn.zeptonow.com/production/inventory/10156-meatup-lemon.jpg,https://www.zeptonow.com/pn/meatup-lemon/10156,4.5,7600,350,450,cat
litter Petkit Tofu Cat Litter Green Tea 2.8 kg,Lifestyle & Essentials,Pet Care,https://www.bigbasket.com/media/uploads/p/l/10157-petkit-tofu.jpg,https://blinkit.com/prn/petkit-tofu/10157,4.8,3200,650,750,cat
litter Bioline Cat Litter Deodorizer 425 g,Lifestyle & Essentials,Pet Care,https://cdn.zeptonow.com/production/inventory/10158-bioline-deodor.jpg,https://www.zeptonow.com/pn/bioline-deodor/10158,4.4,2100,280,350,cat
litter Savic Nestor Cat Litter Box 1 pc,Lifestyle & Essentials,Pet Care,https://www.bigbasket.com/media/uploads/p/l/10159-savic-box.jpg,https://blinkit.com/prn/savic-box/10159,4.7,1500,1200,1500,cat
litter Scoobee Cat Litter Scoop 1 pc,Lifestyle & Essentials,Pet Care,https://cdn.zeptonow.com/production/inventory/10160-scoobee-scoop.jpg,https://www.zeptonow.com/pn/scoobee-scoop/10160,4.6,5600,120,180,cat
litter Ambrane 3A Type-C Charging Cable 1m,Lifestyle & Essentials,Mobile & Charging,https://www.bigbasket.com/media/uploads/p/l/10161-ambrane-typec.jpg,https://blinkit.com/prn/ambrane-typec/10161,4.5,12000,199,299,charging
cable boAt Micro USB 55 Charging Cable 1.5m,Lifestyle & Essentials,Mobile & Charging,https://cdn.zeptonow.com/production/inventory/10162-boat-micro.jpg,https://www.zeptonow.com/pn/boat-micro/10162,4.6,25000,149,249,charging
cable Portronics Konnect L Apple Lightning Cable 1.2m,Lifestyle & Essentials,Mobile & Charging,https://www.bigbasket.com/media/uploads/p/l/10163-portronics-apple.jpg,https://blinkit.com/prn/portronics-apple/10163,4.4,8900,299,399,charging
cable Mi USB Type-C Cable Black 1m,Lifestyle & Essentials,Mobile & Charging,https://cdn.zeptonow.com/production/inventory/10164-mi-typec.jpg,https://www.zeptonow.com/pn/mi-typec/10164,4.7,35000,249,299,charging
cable pTron Solero Type-C Fast Charging Cable 1m,Lifestyle & Essentials,Mobile & Charging,https://www.bigbasket.com/media/uploads/p/l/10165-ptron-solero.jpg,https://blinkit.com/prn/ptron-solero/10165,4.3,15000,129,199,charging
cable Realme 65W SuperDart Type-C Cable 1m,Lifestyle & Essentials,Mobile & Charging,https://cdn.zeptonow.com/production/inventory/10166-realme-cable.jpg,https://www.zeptonow.com/pn/realme-cable/10166,4.6,18000,349,499,charging
cable Spigen DuraSync Type-C to Type-C Cable 1m,Lifestyle & Essentials,Mobile & Charging,https://www.bigbasket.com/media/uploads/p/l/10167-spigen-dura.jpg,https://blinkit.com/prn/spigen-dura/10167,4.8,5600,499,699,charging
cable Syska 2.4A Micro USB Cable White 1m,Lifestyle & Essentials,Mobile & Charging,https://cdn.zeptonow.com/production/inventory/10168-syska-micro.jpg,https://www.zeptonow.com/pn/syska-micro/10168,4.2,6700,99,149,charging
cable Zebronics Zeb-Type C Braided Cable 1m,Lifestyle & Essentials,Mobile & Charging,https://www.bigbasket.com/media/uploads/p/l/10169-zeb-braided.jpg,https://blinkit.com/prn/zeb-braided/10169,4.4,9800,149,199,charging
cable AmazonBasics Lightning to USB Cable 1m,Lifestyle & Essentials,Mobile & Charging,https://cdn.zeptonow.com/production/inventory/10170-amazon-light.jpg,https://www.zeptonow.com/pn/amazon-light/10170,4.7,45000,599,799,charging
cable Mi 10000mAh Power Bank 3i Black,Lifestyle & Essentials,Mobile & Charging,https://www.bigbasket.com/media/uploads/p/l/10171-mi-pb10k.jpg,https://blinkit.com/prn/mi-pb10k/10171,4.7,50000,1199,1299,power
bank Ambrane 20000mAh Power Bank Green,Lifestyle & Essentials,Mobile & Charging,https://cdn.zeptonow.com/production/inventory/10172-ambrane-pb20k.jpg,https://www.zeptonow.com/pn/ambrane-pb20k/10172,4.6,25000,1599,2499,power
bank Realme 10000mAh Power Bank Yellow,Lifestyle & Essentials,Mobile & Charging,https://www.bigbasket.com/media/uploads/p/l/10173-realme-pb10k.jpg,https://blinkit.com/prn/realme-pb10k/10173,4.5,18000,1099,1299,power
bank URBN 10000mAh Li-Polymer Power Bank Blue,Lifestyle & Essentials,Mobile & Charging,https://cdn.zeptonow.com/production/inventory/10174-urbn-pb10k.jpg,https://www.zeptonow.com/pn/urbn-pb10k/10174,4.4,12000,899,1199,power
bank Syska 10000mAh Power Bank White,Lifestyle & Essentials,Mobile & Charging,https://www.bigbasket.com/media/uploads/p/l/10175-syska-pb10k.jpg,https://blinkit.com/prn/syska-pb10k/10175,4.3,15000,899,1099,power
bank Redmi 20000mAh Fast Charging Power Bank Black,Lifestyle & Essentials,Mobile & Charging,https://cdn.zeptonow.com/production/inventory/10176-redmi-pb20k.jpg,https://www.zeptonow.com/pn/redmi-pb20k/10176,4.8,35000,1699,1999,power
bank Portronics Power PRO 10000mAh Power Bank Black,Lifestyle & Essentials,Mobile & Charging,https://www.bigbasket.com/media/uploads/p/l/10177-portronics-pb10k.jpg,https://blinkit.com/prn/portronics-pb10k/10177,4.5,8900,999,1299,power
bank boAt EnergyShroom 10000mAh Power Bank Carbon,Lifestyle & Essentials,Mobile & Charging,https://cdn.zeptonow.com/production/inventory/10178-boat-pb10k.jpg,https://www.zeptonow.com/pn/boat-pb10k/10178,4.6,21000,1199,1499,power
bank Zebronics 10000mAh Power Bank Black,Lifestyle & Essentials,Mobile & Charging,https://www.bigbasket.com/media/uploads/p/l/10179-zeb-pb10k.jpg,https://blinkit.com/prn/zeb-pb10k/10179,4.2,7600,799,999,power
bank Philips 10000mAh Power Bank Blue,Lifestyle & Essentials,Mobile & Charging,https://cdn.zeptonow.com/production/inventory/10180-philips-pb10k.jpg,https://www.zeptonow.com/pn/philips-pb10k/10180,4.5,5600,1299,1599,power
bank boAt Bassheads 100 Wired Earphones Black,Lifestyle & Essentials,Mobile & Charging,https://www.bigbasket.com/media/uploads/p/l/10181-boat-bass100.jpg,https://blinkit.com/prn/boat-bass100/10181,4.7,50000,349,399,wired
earphones Realme Buds Classic Wired Earphones White,Lifestyle & Essentials,Mobile & Charging,https://cdn.zeptonow.com/production/inventory/10182-realme-classic.jpg,https://www.zeptonow.com/pn/realme-classic/10182,4.6,45000,399,499,wired
earphones Mi Dual Driver in-Ear Earphones Blue,Lifestyle & Essentials,Mobile & Charging,https://www.bigbasket.com/media/uploads/p/l/10183-mi-dualdriver.jpg,https://blinkit.com/prn/mi-dualdriver/10183,4.5,28000,599,799,wired
earphones JBL C100SI Wired Earphones Black,Lifestyle & Essentials,Mobile & Charging,https://cdn.zeptonow.com/production/inventory/10184-jbl-c100.jpg,https://www.zeptonow.com/pn/jbl-c100/10184,4.6,48000,599,699,wired
earphones Sony MDR-EX150AP Wired Earphones Black,Lifestyle & Essentials,Mobile & Charging,https://www.bigbasket.com/media/uploads/p/l/10185-sony-ex150.jpg,https://blinkit.com/prn/sony-ex150/10185,4.7,35000,899,999,wired
earphones Philips Audio Fidelio Wired Earphones Black,Lifestyle & Essentials,Mobile & Charging,https://cdn.zeptonow.com/production/inventory/10186-philips-fidelio.jpg,https://www.zeptonow.com/pn/philips-fidelio/10186,4.4,12000,299,399,wired
earphones Sennheiser CX 180 Wired Earphones Grey,Lifestyle & Essentials,Mobile & Charging,https://www.bigbasket.com/media/uploads/p/l/10187-sennheiser-cx180.jpg,https://blinkit.com/prn/sennheiser-cx180/10187,4.8,42000,899,999,wired
earphones pTron Pride Lite Wired Earphones Black,Lifestyle & Essentials,Mobile & Charging,https://cdn.zeptonow.com/production/inventory/10188-ptron-pride.jpg,https://www.zeptonow.com/pn/ptron-pride/10188,4.2,15000,199,299,wired
earphones Zebronics Zeb-Bro Wired Earphones Blue,Lifestyle & Essentials,Mobile & Charging,https://www.bigbasket.com/media/uploads/p/l/10189-zeb-bro.jpg,https://blinkit.com/prn/zeb-bro/10189,4.1,8900,149,199,wired
earphones Boult Audio Bassbuds Wired Earphones Red,Lifestyle & Essentials,Mobile & Charging,https://cdn.zeptonow.com/production/inventory/10190-boult-bassbuds.jpg,https://www.zeptonow.com/pn/boult-bassbuds/10190,4.5,21000,349,499,wired
earphones Spigen EZ Fit Tempered Glass iPhone 14,Lifestyle & Essentials,Mobile & Charging,https://www.bigbasket.com/media/uploads/p/l/10191-spigen-ez14.jpg,https://blinkit.com/prn/spigen-ez14/10191,4.8,12000,899,1299,screen
guard Popio Tempered Glass OnePlus 11,Lifestyle & Essentials,Mobile & Charging,https://cdn.zeptonow.com/production/inventory/10192-popio-op11.jpg,https://www.zeptonow.com/pn/popio-op11/10192,4.4,8500,199,299,screen
guard Tough Lee Tempered Glass Redmi Note 12,Lifestyle & Essentials,Mobile & Charging,https://www.bigbasket.com/media/uploads/p/l/10193-toughlee-rn12.jpg,https://blinkit.com/prn/toughlee-rn12/10193,4.3,15000,149,249,screen
guard Spigen Glas.tR Tempered Glass Galaxy S23,Lifestyle & Essentials,Mobile & Charging,https://cdn.zeptonow.com/production/inventory/10194-spigen-s23.jpg,https://www.zeptonow.com/pn/spigen-s23/10194,4.7,9500,1099,1499,screen
guard Kapa Tempered Glass iPhone 13,Lifestyle & Essentials,Mobile & Charging,https://www.bigbasket.com/media/uploads/p/l/10195-kapa-ip13.jpg,https://blinkit.com/prn/kapa-ip13/10195,4.5,11000,299,399,screen
guard ESR Tempered Glass iPad Air 5,Lifestyle & Essentials,Mobile & Charging,https://cdn.zeptonow.com/production/inventory/10196-esr-ipad5.jpg,https://www.zeptonow.com/pn/esr-ipad5/10196,4.8,6700,799,999,screen
guard Ringke Tempered Glass Pixel 7a,Lifestyle & Essentials,Mobile & Charging,https://www.bigbasket.com/media/uploads/p/l/10197-ringke-p7a.jpg,https://blinkit.com/prn/ringke-p7a/10197,4.6,4300,599,799,screen
guard Sounce Tempered Glass iPhone 15,Lifestyle & Essentials,Mobile & Charging,https://cdn.zeptonow.com/production/inventory/10198-sounce-ip15.jpg,https://www.zeptonow.com/pn/sounce-ip15/10198,4.5,8900,199,299,screen
guard Nillkin Tempered Glass Poco X5,Lifestyle & Essentials,Mobile & Charging,https://www.bigbasket.com/media/uploads/p/l/10199-nillkin-x5.jpg,https://blinkit.com/prn/nillkin-x5/10199,4.7,3400,399,499,screen
guard OpenTech Tempered Glass Vivo V27,Lifestyle & Essentials,Mobile & Charging,https://cdn.zeptonow.com/production/inventory/10200-opentech-v27.jpg,https://www.zeptonow.com/pn/opentech-v27/10200,4.3,5600,149,249,screen
guard Portronics Type-C to USB OTG Adapter Black,Lifestyle & Essentials,Mobile & Charging,https://www.bigbasket.com/media/uploads/p/l/10201-portronics-otg.jpg,https://blinkit.com/prn/portronics-otg/10201,4.6,18000,99,149,OTG
adapter Mi Micro USB to Type-C Adapter White,Lifestyle & Essentials,Mobile & Charging,https://cdn.zeptonow.com/production/inventory/10202-mi-otg.jpg,https://www.zeptonow.com/pn/mi-otg/10202,4.7,25000,149,199,OTG
adapter AmazonBasics Type-C to USB 3.1 Adapter Grey,Lifestyle & Essentials,Mobile & Charging,https://www.bigbasket.com/media/uploads/p/l/10203-amazon-otg.jpg,https://blinkit.com/prn/amazon-otg/10203,4.8,32000,249,399,OTG
adapter pTron Type-C OTG Adapter Metal Silver,Lifestyle & Essentials,Mobile & Charging,https://cdn.zeptonow.com/production/inventory/10204-ptron-otg.jpg,https://www.zeptonow.com/pn/ptron-otg/10204,4.3,12000,79,129,OTG
adapter Ambrane OTG Adapter Type-C to USB Blue,Lifestyle & Essentials,Mobile & Charging,https://www.bigbasket.com/media/uploads/p/l/10205-ambrane-otg.jpg,https://blinkit.com/prn/ambrane-otg/10205,4.5,8900,129,199,OTG
adapter Sounce Lightning to USB OTG Adapter Silver,Lifestyle & Essentials,Mobile & Charging,https://cdn.zeptonow.com/production/inventory/10206-sounce-light-otg.jpg,https://www.zeptonow.com/pn/sounce-light-otg/10206,4.4,5600,299,399,OTG
adapter Tukzer Type-C to USB OTG Connector Black,Lifestyle & Essentials,Mobile & Charging,https://www.bigbasket.com/media/uploads/p/l/10207-tukzer-otg.jpg,https://blinkit.com/prn/tukzer-otg/10207,4.2,4500,99,149,OTG
adapter Kinsound Micro USB OTG Adapter Silver,Lifestyle & Essentials,Mobile & Charging,https://cdn.zeptonow.com/production/inventory/10208-kinsound-otg.jpg,https://www.zeptonow.com/pn/kinsound-otg/10208,4.1,3400,69,99,OTG
adapter Spigen Type-C to USB OTG Adapter Black,Lifestyle & Essentials,Mobile & Charging,https://www.bigbasket.com/media/uploads/p/l/10209-spigen-otg.jpg,https://blinkit.com/prn/spigen-otg/10209,4.7,2100,399,499,OTG
adapter Wayona Type-C to USB OTG Adapter Gold,Lifestyle & Essentials,Mobile & Charging,https://cdn.zeptonow.com/production/inventory/10210-wayona-otg.jpg,https://www.zeptonow.com/pn/wayona-otg/10210,4.4,7600,149,199,OTG
adapter Mi 18W Fast Charger Adapter White,Lifestyle & Essentials,Mobile & Charging,https://www.bigbasket.com/media/uploads/p/l/10211-mi-18w.jpg,https://blinkit.com/prn/mi-18w/10211,4.6,45000,499,599,charger
Portronics Adapto 20W Fast Charger White,Lifestyle & Essentials,Mobile & Charging,https://cdn.zeptonow.com/production/inventory/10212-portronics-20w.jpg,https://www.zeptonow.com/pn/portronics-20w/10212,4.5,28000,399,499,charger
Apple 20W USB-C Power Adapter White,Lifestyle & Essentials,Mobile & Charging,https://www.bigbasket.com/media/uploads/p/l/10213-apple-20w.jpg,https://blinkit.com/prn/apple-20w/10213,4.9,50000,1690,1900,charger
Samsung 25W Travel Adapter Black,Lifestyle & Essentials,Mobile & Charging,https://cdn.zeptonow.com/production/inventory/10214-samsung-25w.jpg,https://www.zeptonow.com/pn/samsung-25w/10214,4.8,32000,1199,1299,charger
Ambrane 20W Fast Charger with Cable Black,Lifestyle & Essentials,Mobile & Charging,https://www.bigbasket.com/media/uploads/p/l/10215-ambrane-20w.jpg,https://blinkit.com/prn/ambrane-20w/10215,4.4,15000,499,699,charger
pTron Volta 12W Dual USB Charger White,Lifestyle & Essentials,Mobile & Charging,https://cdn.zeptonow.com/production/inventory/10216-ptron-12w.jpg,https://www.zeptonow.com/pn/ptron-12w/10216,4.3,12000,199,299,charger
boAt Dual Port Rapid Charger 18W White,Lifestyle & Essentials,Mobile & Charging,https://www.bigbasket.com/media/uploads/p/l/10217-boat-18w.jpg,https://blinkit.com/prn/boat-18w/10217,4.6,21000,449,599,charger
Realme 30W Dart Charge Adapter Yellow,Lifestyle & Essentials,Mobile & Charging,https://cdn.zeptonow.com/production/inventory/10218-realme-30w.jpg,https://www.zeptonow.com/pn/realme-30w/10218,4.7,18000,899,999,charger
Spigen 27W Fast Charger Type C Black,Lifestyle & Essentials,Mobile & Charging,https://www.bigbasket.com/media/uploads/p/l/10219-spigen-27w.jpg,https://blinkit.com/prn/spigen-27w/10219,4.8,8900,1099,1499,charger
AmazonBasics 12W Dual USB Wall Charger White,Lifestyle & Essentials,Mobile & Charging,https://cdn.zeptonow.com/production/inventory/10220-amazon-12w.jpg,https://www.zeptonow.com/pn/amazon-12w/10220,4.5,25000,349,499,charger
Portronics MODESK Mobile Stand Black,Lifestyle & Essentials,Mobile & Charging,https://www.bigbasket.com/media/uploads/p/l/10221-portronics-stand.jpg,https://blinkit.com/prn/portronics-stand/10221,4.7,28000,199,299,mobile
stand ELV Aluminum Mobile Stand Silver,Lifestyle & Essentials,Mobile & Charging,https://cdn.zeptonow.com/production/inventory/10222-elv-stand.jpg,https://www.zeptonow.com/pn/elv-stand/10222,4.6,35000,249,399,mobile
stand AmazonBasics Multi-Angle Mobile Stand Black,Lifestyle & Essentials,Mobile & Charging,https://www.bigbasket.com/media/uploads/p/l/10223-amazon-stand.jpg,https://blinkit.com/prn/amazon-stand/10223,4.8,42000,349,499,mobile
stand Spigen Universal Mobile Stand Silver,Lifestyle & Essentials,Mobile & Charging,https://cdn.zeptonow.com/production/inventory/10224-spigen-stand.jpg,https://www.zeptonow.com/pn/spigen-stand/10224,4.7,15000,599,799,mobile
stand Plixio Desktop Mobile Stand Foldable White,Lifestyle & Essentials,Mobile & Charging,https://www.bigbasket.com/media/uploads/p/l/10225-plixio-stand.jpg,https://blinkit.com/prn/plixio-stand/10225,4.4,12000,149,249,mobile
stand Wayona Adjustable Mobile Stand Pink,Lifestyle & Essentials,Mobile & Charging,https://cdn.zeptonow.com/production/inventory/10226-wayona-stand.jpg,https://www.zeptonow.com/pn/wayona-stand/10226,4.3,8900,129,199,mobile
stand Ambrane Mobile Stand Wood Finish,Lifestyle & Essentials,Mobile & Charging,https://www.bigbasket.com/media/uploads/p/l/10227-ambrane-stand.jpg,https://blinkit.com/prn/ambrane-stand/10227,4.5,5600,299,399,mobile
stand boAt Rockerz Mobile Desk Stand Black,Lifestyle & Essentials,Mobile & Charging,https://cdn.zeptonow.com/production/inventory/10228-boat-stand.jpg,https://www.zeptonow.com/pn/boat-stand/10228,4.6,21000,249,349,mobile
stand Gizga Essentials Mobile Stand Black,Lifestyle & Essentials,Mobile & Charging,https://www.bigbasket.com/media/uploads/p/l/10229-gizga-stand.jpg,https://blinkit.com/prn/gizga-stand/10229,4.4,9500,149,249,mobile
stand Tukzer Foldable Mobile Stand Silver,Lifestyle & Essentials,Mobile & Charging,https://cdn.zeptonow.com/production/inventory/10230-tukzer-stand.jpg,https://www.zeptonow.com/pn/tukzer-stand/10230,4.5,6700,199,299,mobile
stand PopSockets PopGrip Basic Black,Lifestyle & Essentials,Mobile & Charging,https://www.bigbasket.com/media/uploads/p/l/10231-popgrip-black.jpg,https://blinkit.com/prn/popgrip-black/10231,4.7,45000,299,399,mobile
accessories Portronics Ruffpad 15M LCD Writing Pad,Lifestyle & Essentials,Mobile & Charging,https://cdn.zeptonow.com/production/inventory/10232-ruffpad.jpg,https://www.zeptonow.com/pn/ruffpad/10232,4.6,18000,699,899,mobile
accessories AmazonBasics Camera Lens Protector iPhone 14,Lifestyle & Essentials,Mobile & Charging,https://www.bigbasket.com/media/uploads/p/l/10233-amazon-lens.jpg,https://blinkit.com/prn/amazon-lens/10233,4.5,12000,249,349,mobile
accessories Spigen Waterproof Mobile Pouch Black,Lifestyle & Essentials,Mobile & Charging,https://cdn.zeptonow.com/production/inventory/10234-spigen-pouch.jpg,https://www.zeptonow.com/pn/spigen-pouch/10234,4.8,25000,499,699,mobile
accessories boAt Dual Port Car Charger Black,Lifestyle & Essentials,Mobile & Charging,https://www.bigbasket.com/media/uploads/p/l/10235-boat-car.jpg,https://blinkit.com/prn/boat-car/10235,4.7,35000,399,499,mobile
accessories Portronics AUTO 12 Bluetooth Car Receiver,Lifestyle & Essentials,Mobile & Charging,https://cdn.zeptonow.com/production/inventory/10236-portronics-bt.jpg,https://www.zeptonow.com/pn/portronics-bt/10236,4.6,15000,449,599,mobile
